div,season,date,team_home,team_away,points_home,points_away,goals_home,goals_away
E0,2016,19nov2016,Man United,Arsenal,1,1,1,1
E0,2016,19nov2016,Southampton,Liverpool,1,1,0,0
E0,2016,19nov2016,Tottenham,West Ham,3,0,3,2
E0,2016,19nov2016,Sunderland,Hull,3,0,3,0
E0,2016,19nov2016,Watford,Leicester,3,0,2,1
E0,2016,19nov2016,Everton,Swansea,1,1,1,1
E0,2016,19nov2016,Stoke,Bournemouth,0,3,0,1
E0,2016,19nov2016,Crystal Palace,Man City,0,3,1,2
E0,2016,20nov2016,Middlesbrough,Chelsea,0,3,0,1
E0,2016,21nov2016,West Brom,Burnley,3,0,4,0
E0,2016,26nov2016,Liverpool,Sunderland,3,0,2,0
E0,2016,26nov2016,Swansea,Crystal Palace,3,0,5,4
E0,2016,26nov2016,Leicester,Middlesbrough,1,1,2,2
E0,2016,26nov2016,Hull,West Brom,1,1,1,1
E0,2016,26nov2016,Burnley,Man City,0,3,1,2
E0,2016,26nov2016,Chelsea,Tottenham,3,0,2,1
E0,2016,27nov2016,Southampton,Everton,3,0,1,0
E0,2016,27nov2016,Arsenal,Bournemouth,3,0,3,1
E0,2016,27nov2016,Watford,Stoke,0,3,0,1
E0,2016,27nov2016,Man United,West Ham,1,1,1,1
E0,2016,03dec2016,Tottenham,Swansea,3,0,5,0
E0,2016,03dec2016,West Ham,Arsenal,0,3,1,5
E0,2016,03dec2016,Sunderland,Leicester,3,0,2,1
E0,2016,03dec2016,West Brom,Watford,3,0,3,1
E0,2016,03dec2016,Crystal Palace,Southampton,3,0,3,0
E0,2016,03dec2016,Stoke,Burnley,3,0,2,0
E0,2016,03dec2016,Man City,Chelsea,0,3,1,3
E0,2016,04dec2016,Bournemouth,Liverpool,3,0,4,3
E0,2016,04dec2016,Everton,Man United,1,1,1,1
E0,2016,05dec2016,Middlesbrough,Hull,3,0,1,0
E0,2016,10dec2016,Leicester,Man City,3,0,4,2
E0,2016,10dec2016,Hull,Crystal Palace,1,1,3,3
E0,2016,10dec2016,Burnley,Bournemouth,3,0,3,2
E0,2016,10dec2016,Swansea,Sunderland,3,0,3,0
E0,2016,10dec2016,Watford,Everton,3,0,3,2
E0,2016,10dec2016,Arsenal,Stoke,3,0,3,1
E0,2016,11dec2016,Man United,Tottenham,3,0,1,0
E0,2016,11dec2016,Southampton,Middlesbrough,3,0,1,0
E0,2016,11dec2016,Chelsea,West Brom,3,0,1,0
E0,2016,11dec2016,Liverpool,West Ham,1,1,2,2
E0,2016,13dec2016,Bournemouth,Leicester,3,0,1,0
E0,2016,13dec2016,Everton,Arsenal,3,0,2,1
E0,2016,14dec2016,Stoke,Southampton,1,1,0,0
E0,2016,14dec2016,Man City,Watford,3,0,2,0
E0,2016,14dec2016,Sunderland,Chelsea,0,3,0,1
E0,2016,14dec2016,West Brom,Swansea,3,0,3,1
E0,2016,14dec2016,Crystal Palace,Man United,0,3,1,2
E0,2016,14dec2016,West Ham,Burnley,3,0,1,0
E0,2016,14dec2016,Tottenham,Hull,3,0,3,0
E0,2016,14dec2016,Middlesbrough,Liverpool,0,3,0,3
E0,2016,17dec2016,Middlesbrough,Swansea,3,0,3,0
E0,2016,17dec2016,Sunderland,Watford,3,0,1,0
E0,2016,17dec2016,Stoke,Leicester,1,1,2,2
E0,2016,17dec2016,West Ham,Hull,3,0,1,0
E0,2016,17dec2016,Crystal Palace,Chelsea,0,3,0,1
E0,2016,17dec2016,West Brom,Man United,0,3,0,2
E0,2016,18dec2016,Tottenham,Burnley,3,0,2,1
E0,2016,18dec2016,Bournemouth,Southampton,0,3,1,3
E0,2016,18dec2016,Man City,Arsenal,3,0,2,1
E0,2016,19dec2016,Everton,Liverpool,0,3,0,1
E0,2016,26dec2016,Leicester,Everton,0,3,0,2
E0,2016,26dec2016,Hull,Man City,0,3,0,3
E0,2016,26dec2016,Man United,Sunderland,3,0,3,1
E0,2016,26dec2016,Burnley,Middlesbrough,3,0,1,0
E0,2016,26dec2016,Swansea,West Ham,0,3,1,4
E0,2016,26dec2016,Watford,Crystal Palace,1,1,1,1
E0,2016,26dec2016,Arsenal,West Brom,3,0,1,0
E0,2016,26dec2016,Chelsea,Bournemouth,3,0,3,0
E0,2016,27dec2016,Liverpool,Stoke,3,0,4,1
E0,2016,28dec2016,Southampton,Tottenham,0,3,1,4
E0,2016,30dec2016,Hull,Everton,1,1,2,2
E0,2016,31dec2016,Chelsea,Stoke,3,0,4,2
E0,2016,31dec2016,Liverpool,Man City,3,0,1,0
E0,2016,31dec2016,Burnley,Sunderland,3,0,4,1
E0,2016,31dec2016,Man United,Middlesbrough,3,0,2,1
E0,2016,31dec2016,Swansea,Bournemouth,0,3,0,3
E0,2016,31dec2016,Leicester,West Ham,3,0,1,0
E0,2016,31dec2016,Southampton,West Brom,0,3,1,2
E0,2016,01jan2017,Watford,Tottenham,0,3,1,4
E0,2016,01jan2017,Arsenal,Crystal Palace,3,0,2,0
E0,2016,02jan2017,West Ham,Man United,0,3,0,2
E0,2016,02jan2017,Man City,Burnley,3,0,2,1
E0,2016,02jan2017,Everton,Southampton,3,0,3,0
E0,2016,02jan2017,Middlesbrough,Leicester,1,1,0,0
E0,2016,02jan2017,West Brom,Hull,3,0,3,1
E0,2016,02jan2017,Sunderland,Liverpool,1,1,2,2
E0,2016,03jan2017,Crystal Palace,Swansea,0,3,1,2
E0,2016,03jan2017,Stoke,Watford,3,0,2,0
E0,2016,03jan2017,Bournemouth,Arsenal,1,1,3,3
E0,2016,04jan2017,Tottenham,Chelsea,3,0,2,0
E0,2016,14jan2017,Burnley,Southampton,3,0,1,0
E0,2016,14jan2017,Leicester,Chelsea,0,3,0,3
E0,2016,14jan2017,West Ham,Crystal Palace,3,0,3,0
E0,2016,14jan2017,Hull,Bournemouth,3,0,3,1
E0,2016,14jan2017,Sunderland,Stoke,0,3,1,3
E0,2016,14jan2017,Watford,Middlesbrough,1,1,0,0
E0,2016,14jan2017,Swansea,Arsenal,0,3,0,4
E0,2016,14jan2017,Tottenham,West Brom,3,0,4,0
E0,2016,15jan2017,Man United,Liverpool,1,1,1,1
E0,2016,15jan2017,Everton,Man City,3,0,4,0
E0,2016,21jan2017,Stoke,Man United,1,1,1,1
E0,2016,21jan2017,Liverpool,Swansea,0,3,2,3
E0,2016,21jan2017,Middlesbrough,West Ham,0,3,1,3
E0,2016,21jan2017,Man City,Tottenham,1,1,2,2
E0,2016,21jan2017,Crystal Palace,Everton,0,3,0,1
E0,2016,21jan2017,Bournemouth,Watford,1,1,2,2
E0,2016,21jan2017,West Brom,Sunderland,3,0,2,0
E0,2016,22jan2017,Chelsea,Hull,3,0,2,0
E0,2016,22jan2017,Southampton,Leicester,3,0,3,0
E0,2016,22jan2017,Arsenal,Burnley,3,0,2,1
E0,2016,31jan2017,Swansea,Southampton,3,0,2,1
E0,2016,31jan2017,Middlesbrough,West Brom,1,1,1,1
E0,2016,31jan2017,Burnley,Leicester,3,0,1,0
E0,2016,31jan2017,Liverpool,Chelsea,1,1,1,1
E0,2016,31jan2017,Sunderland,Tottenham,1,1,0,0
E0,2016,31jan2017,Bournemouth,Crystal Palace,0,3,0,2
E0,2016,31jan2017,Arsenal,Watford,0,3,1,2
E0,2016,01feb2017,Stoke,Everton,1,1,1,1
E0,2016,01feb2017,Man United,Hull,1,1,0,0
E0,2016,01feb2017,West Ham,Man City,0,3,0,4
E0,2016,04feb2017,Tottenham,Middlesbrough,3,0,1,0
E0,2016,04feb2017,Everton,Bournemouth,3,0,6,3
E0,2016,04feb2017,West Brom,Stoke,3,0,1,0
E0,2016,04feb2017,Watford,Burnley,3,0,2,1
E0,2016,04feb2017,Crystal Palace,Sunderland,0,3,0,4
E0,2016,04feb2017,Hull,Liverpool,3,0,2,0
E0,2016,04feb2017,Southampton,West Ham,0,3,1,3
E0,2016,04feb2017,Chelsea,Arsenal,3,0,3,1
E0,2016,05feb2017,Man City,Swansea,3,0,2,1
E0,2016,05feb2017,Leicester,Man United,0,3,0,3
E0,2016,11feb2017,Liverpool,Tottenham,3,0,2,0
E0,2016,11feb2017,Arsenal,Hull,3,0,2,0
E0,2016,11feb2017,Man United,Watford,3,0,2,0
E0,2016,11feb2017,Middlesbrough,Everton,1,1,0,0
E0,2016,11feb2017,West Ham,West Brom,1,1,2,2
E0,2016,11feb2017,Sunderland,Southampton,0,3,0,4
E0,2016,11feb2017,Stoke,Crystal Palace,3,0,1,0
E0,2016,12feb2017,Burnley,Chelsea,1,1,1,1
E0,2016,12feb2017,Swansea,Leicester,3,0,2,0
E0,2016,13feb2017,Bournemouth,Man City,0,3,0,2
E0,2016,25feb2017,Chelsea,Swansea,3,0,3,1
E0,2016,25feb2017,Watford,West Ham,1,1,1,1
E0,2016,25feb2017,Hull,Burnley,1,1,1,1
E0,2016,25feb2017,Crystal Palace,Middlesbrough,3,0,1,0
E0,2016,25feb2017,West Brom,Bournemouth,3,0,2,1
E0,2016,25feb2017,Everton,Sunderland,3,0,2,0
E0,2016,26feb2017,Tottenham,Stoke,3,0,4,0
E0,2016,27feb2017,Leicester,Liverpool,3,0,3,1
E0,2016,04mar2017,West Brom,Crystal Palace,0,3,0,2
E0,2016,04mar2017,Stoke,Middlesbrough,3,0,2,0
E0,2016,04mar2017,Man United,Bournemouth,1,1,1,1
E0,2016,04mar2017,Leicester,Hull,3,0,3,1
E0,2016,04mar2017,Swansea,Burnley,3,0,3,2
E0,2016,04mar2017,Liverpool,Arsenal,3,0,3,1
E0,2016,04mar2017,Watford,Southampton,0,3,3,4
E0,2016,05mar2017,Sunderland,Man City,0,3,0,2
E0,2016,05mar2017,Tottenham,Everton,3,0,3,2
E0,2016,06mar2017,West Ham,Chelsea,0,3,1,2
E0,2016,08mar2017,Man City,Stoke,1,1,0,0
E0,2016,11mar2017,Bournemouth,West Ham,3,0,3,2
E0,2016,11mar2017,Everton,West Brom,3,0,3,0
E0,2016,11mar2017,Hull,Swansea,3,0,2,1
E0,2016,12mar2017,Liverpool,Burnley,3,0,2,1
E0,2016,18mar2017,Crystal Palace,Watford,3,0,1,0
E0,2016,18mar2017,West Brom,Arsenal,3,0,3,1
E0,2016,18mar2017,West Ham,Leicester,0,3,2,3
E0,2016,18mar2017,Everton,Hull,3,0,4,0
E0,2016,18mar2017,Bournemouth,Swansea,3,0,2,0
E0,2016,18mar2017,Sunderland,Burnley,1,1,0,0
E0,2016,18mar2017,Stoke,Chelsea,0,3,1,2
E0,2016,19mar2017,Tottenham,Southampton,3,0,2,1
E0,2016,19mar2017,Middlesbrough,Man United,0,3,1,3
E0,2016,19mar2017,Man City,Liverpool,1,1,1,1
E0,2016,01apr2017,Southampton,Bournemouth,1,1,0,0
E0,2016,01apr2017,Burnley,Tottenham,0,3,0,2
E0,2016,01apr2017,Watford,Sunderland,3,0,1,0
E0,2016,01apr2017,Leicester,Stoke,3,0,2,0
E0,2016,01apr2017,Liverpool,Everton,3,0,3,1
E0,2016,01apr2017,Hull,West Ham,3,0,2,1
E0,2016,01apr2017,Man United,West Brom,1,1,0,0
E0,2016,01apr2017,Chelsea,Crystal Palace,0,3,1,2
E0,2016,02apr2017,Swansea,Middlesbrough,1,1,0,0
E0,2016,02apr2017,Arsenal,Man City,1,1,2,2
E0,2016,04apr2017,Watford,West Brom,3,0,2,0
E0,2016,04apr2017,Leicester,Sunderland,3,0,2,0
E0,2016,04apr2017,Burnley,Stoke,3,0,1,0
E0,2016,04apr2017,Man United,Everton,1,1,1,1
E0,2016,05apr2017,Southampton,Crystal Palace,3,0,3,1
E0,2016,05apr2017,Arsenal,West Ham,3,0,3,0
E0,2016,05apr2017,Swansea,Tottenham,0,3,1,3
E0,2016,05apr2017,Hull,Middlesbrough,3,0,4,2
E0,2016,05apr2017,Liverpool,Bournemouth,1,1,2,2
E0,2016,05apr2017,Chelsea,Man City,3,0,2,1
E0,2016,08apr2017,Middlesbrough,Burnley,1,1,0,0
E0,2016,08apr2017,West Ham,Swansea,3,0,1,0
E0,2016,08apr2017,Stoke,Liverpool,0,3,1,2
E0,2016,08apr2017,West Brom,Southampton,0,3,0,1
E0,2016,08apr2017,Man City,Hull,3,0,3,1
E0,2016,08apr2017,Bournemouth,Chelsea,0,3,1,3
E0,2016,08apr2017,Tottenham,Watford,3,0,4,0
E0,2016,09apr2017,Sunderland,Man United,0,3,0,3
E0,2016,09apr2017,Everton,Leicester,3,0,4,2
E0,2016,10apr2017,Crystal Palace,Arsenal,3,0,3,0
E0,2016,15apr2017,Southampton,Man City,0,3,0,3
E0,2016,15apr2017,Stoke,Hull,3,0,3,1
E0,2016,15apr2017,Sunderland,West Ham,1,1,2,2
E0,2016,15apr2017,Crystal Palace,Leicester,1,1,2,2
E0,2016,15apr2017,Watford,Swansea,3,0,1,0
E0,2016,15apr2017,Tottenham,Bournemouth,3,0,4,0
E0,2016,15apr2017,Everton,Burnley,3,0,3,1
E0,2016,16apr2017,West Brom,Liverpool,0,3,0,1
E0,2016,16apr2017,Man United,Chelsea,3,0,2,0
E0,2016,17apr2017,Middlesbrough,Arsenal,0,3,1,2
E0,2016,22apr2017,Bournemouth,Middlesbrough,3,0,4,0
E0,2016,22apr2017,West Ham,Everton,1,1,0,0
E0,2016,22apr2017,Hull,Watford,3,0,2,0
E0,2016,22apr2017,Swansea,Stoke,3,0,2,0
E0,2016,23apr2017,Liverpool,Crystal Palace,0,3,1,2
E0,2016,23apr2017,Burnley,Man United,0,3,0,2
E0,2016,25apr2017,Chelsea,Southampton,3,0,4,2
E0,2016,26apr2017,Crystal Palace,Tottenham,0,3,0,1
E0,2016,26apr2017,Middlesbrough,Sunderland,3,0,1,0
E0,2016,26apr2017,Arsenal,Leicester,3,0,1,0
E0,2016,27apr2017,Man City,Man United,1,1,0,0
E0,2016,29apr2017,Stoke,West Ham,1,1,0,0
E0,2016,29apr2017,Sunderland,Bournemouth,0,3,0,1
E0,2016,29apr2017,Crystal Palace,Burnley,0,3,0,2
E0,2016,29apr2017,Southampton,Hull,1,1,0,0
E0,2016,29apr2017,West Brom,Leicester,0,3,0,1
E0,2016,30apr2017,Tottenham,Arsenal,3,0,2,0
E0,2016,30apr2017,Everton,Chelsea,0,3,0,3
E0,2016,30apr2017,Man United,Swansea,1,1,1,1
E0,2016,30apr2017,Middlesbrough,Man City,1,1,2,2
E0,2016,01may2017,Watford,Liverpool,0,3,0,1
E0,2016,05may2017,West Ham,Tottenham,3,0,1,0
E0,2016,06may2017,Man City,Crystal Palace,3,0,5,0
E0,2016,06may2017,Leicester,Watford,3,0,3,0
E0,2016,06may2017,Hull,Sunderland,0,3,0,2
E0,2016,06may2017,Swansea,Everton,3,0,1,0
E0,2016,06may2017,Bournemouth,Stoke,1,1,2,2
E0,2016,06may2017,Burnley,West Brom,1,1,2,2
E0,2016,07may2017,Arsenal,Man United,3,0,2,0
E0,2016,07may2017,Liverpool,Southampton,1,1,0,0
E0,2016,08may2017,Chelsea,Middlesbrough,3,0,3,0
E0,2016,10may2017,Southampton,Arsenal,0,3,0,2
E0,2016,12may2017,Everton,Watford,3,0,1,0
E0,2016,12may2017,West Brom,Chelsea,0,3,0,1
E0,2016,13may2017,Stoke,Arsenal,0,3,1,4
E0,2016,13may2017,Middlesbrough,Southampton,0,3,1,2
E0,2016,13may2017,Bournemouth,Burnley,3,0,2,1
E0,2016,13may2017,Sunderland,Swansea,0,3,0,2
E0,2016,13may2017,Man City,Leicester,3,0,2,1
E0,2016,14may2017,West Ham,Liverpool,0,3,0,4
E0,2016,14may2017,Crystal Palace,Hull,3,0,4,0
E0,2016,14may2017,Tottenham,Man United,3,0,2,1
E0,2016,15may2017,Chelsea,Watford,3,0,4,3
E0,2016,16may2017,Arsenal,Sunderland,3,0,2,0
E0,2016,16may2017,Man City,West Brom,3,0,3,1
E0,2016,17may2017,Southampton,Man United,1,1,0,0
E0,2016,18may2017,Leicester,Tottenham,0,3,1,6
E0,2016,21may2017,Liverpool,Middlesbrough,3,0,3,0
E0,2016,21may2017,Southampton,Stoke,0,3,0,1
E0,2016,21may2017,Man United,Crystal Palace,3,0,2,0
E0,2016,21may2017,Burnley,West Ham,0,3,1,2
E0,2016,21may2017,Hull,Tottenham,0,3,1,7
E0,2016,21may2017,Swansea,West Brom,3,0,2,1
E0,2016,21may2017,Chelsea,Sunderland,3,0,5,1
E0,2016,21may2017,Arsenal,Everton,3,0,3,1
E0,2016,21may2017,Watford,Man City,0,3,0,5
E0,2016,21may2017,Leicester,Bournemouth,1,1,1,1
E0,2017,11aug2017,Arsenal,Leicester,3,0,4,3
E0,2017,12aug2017,Watford,Liverpool,1,1,3,3
E0,2017,12aug2017,Brighton,Man City,0,3,0,2
E0,2017,12aug2017,Crystal Palace,Huddersfield,0,3,0,3
E0,2017,12aug2017,Southampton,Swansea,1,1,0,0
E0,2017,12aug2017,Everton,Stoke,3,0,1,0
E0,2017,12aug2017,Chelsea,Burnley,0,3,2,3
E0,2017,12aug2017,West Brom,Bournemouth,3,0,1,0
E0,2017,13aug2017,Man United,West Ham,3,0,4,0
E0,2017,13aug2017,Newcastle,Tottenham,0,3,0,2
E0,2017,19aug2017,Southampton,West Ham,3,0,3,2
E0,2017,19aug2017,Liverpool,Crystal Palace,3,0,1,0
E0,2017,19aug2017,Stoke,Arsenal,3,0,1,0
E0,2017,19aug2017,Burnley,West Brom,0,3,0,1
E0,2017,19aug2017,Swansea,Man United,0,3,0,4
E0,2017,19aug2017,Leicester,Brighton,3,0,2,0
E0,2017,19aug2017,Bournemouth,Watford,0,3,0,2
E0,2017,20aug2017,Huddersfield,Newcastle,3,0,1,0
E0,2017,20aug2017,Tottenham,Chelsea,0,3,1,2
E0,2017,21aug2017,Man City,Everton,1,1,1,1
E0,2017,26aug2017,Newcastle,West Ham,3,0,3,0
E0,2017,26aug2017,Watford,Brighton,1,1,0,0
E0,2017,26aug2017,Bournemouth,Man City,0,3,1,2
E0,2017,26aug2017,Huddersfield,Southampton,1,1,0,0
E0,2017,26aug2017,Crystal Palace,Swansea,0,3,0,2
E0,2017,26aug2017,Man United,Leicester,3,0,2,0
E0,2017,27aug2017,Liverpool,Arsenal,3,0,4,0
E0,2017,27aug2017,Chelsea,Everton,3,0,2,0
E0,2017,27aug2017,Tottenham,Burnley,1,1,1,1
E0,2017,27aug2017,West Brom,Stoke,1,1,1,1
E0,2017,09sep2017,Man City,Liverpool,3,0,5,0
E0,2017,09sep2017,Brighton,West Brom,3,0,3,1
E0,2017,09sep2017,Arsenal,Bournemouth,3,0,3,0
E0,2017,09sep2017,Leicester,Chelsea,0,3,1,2
E0,2017,09sep2017,Everton,Tottenham,0,3,0,3
E0,2017,09sep2017,Stoke,Man United,1,1,2,2
E0,2017,09sep2017,Southampton,Watford,0,3,0,2
E0,2017,10sep2017,Swansea,Newcastle,0,3,0,1
E0,2017,10sep2017,Burnley,Crystal Palace,3,0,1,0
E0,2017,11sep2017,West Ham,Huddersfield,3,0,2,0
E0,2017,15sep2017,Bournemouth,Brighton,3,0,2,1
E0,2017,16sep2017,Watford,Man City,0,3,0,6
E0,2017,16sep2017,Liverpool,Burnley,1,1,1,1
E0,2017,16sep2017,Huddersfield,Leicester,1,1,1,1
E0,2017,16sep2017,West Brom,West Ham,1,1,0,0
E0,2017,16sep2017,Newcastle,Stoke,3,0,2,1
E0,2017,16sep2017,Tottenham,Swansea,1,1,0,0
E0,2017,16sep2017,Crystal Palace,Southampton,0,3,0,1
E0,2017,17sep2017,Chelsea,Arsenal,1,1,0,0
E0,2017,17sep2017,Man United,Everton,3,0,4,0
E0,2017,23sep2017,Southampton,Man United,0,3,0,1
E0,2017,23sep2017,Everton,Bournemouth,3,0,2,1
E0,2017,23sep2017,Stoke,Chelsea,0,3,0,4
E0,2017,23sep2017,Swansea,Watford,0,3,1,2
E0,2017,23sep2017,Leicester,Liverpool,0,3,2,3
E0,2017,23sep2017,Burnley,Huddersfield,1,1,0,0
E0,2017,23sep2017,West Ham,Tottenham,0,3,2,3
E0,2017,23sep2017,Man City,Crystal Palace,3,0,5,0
E0,2017,24sep2017,Brighton,Newcastle,3,0,1,0
E0,2017,25sep2017,Arsenal,West Brom,3,0,2,0
E0,2017,30sep2017,West Ham,Swansea,3,0,1,0
E0,2017,30sep2017,Huddersfield,Tottenham,0,3,0,4
E0,2017,30sep2017,Chelsea,Man City,0,3,0,1
E0,2017,30sep2017,West Brom,Watford,1,1,2,2
E0,2017,30sep2017,Bournemouth,Leicester,1,1,0,0
E0,2017,30sep2017,Man United,Crystal Palace,3,0,4,0
E0,2017,30sep2017,Stoke,Southampton,3,0,2,1
E0,2017,01oct2017,Everton,Burnley,0,3,0,1
E0,2017,01oct2017,Arsenal,Brighton,3,0,2,0
E0,2017,01oct2017,Newcastle,Liverpool,1,1,1,1
E0,2017,14oct2017,Burnley,West Ham,1,1,1,1
E0,2017,14oct2017,Man City,Stoke,3,0,7,2
E0,2017,14oct2017,Swansea,Huddersfield,3,0,2,0
E0,2017,14oct2017,Watford,Arsenal,3,0,2,1
E0,2017,14oct2017,Liverpool,Man United,1,1,0,0
E0,2017,14oct2017,Tottenham,Bournemouth,3,0,1,0
E0,2017,14oct2017,Crystal Palace,Chelsea,3,0,2,1
E0,2017,15oct2017,Brighton,Everton,1,1,1,1
E0,2017,15oct2017,Southampton,Newcastle,1,1,2,2
E0,2017,16oct2017,Leicester,West Brom,1,1,1,1
E0,2017,20oct2017,West Ham,Brighton,0,3,0,3
E0,2017,21oct2017,Southampton,West Brom,3,0,1,0
E0,2017,21oct2017,Newcastle,Crystal Palace,3,0,1,0
E0,2017,21oct2017,Swansea,Leicester,0,3,1,2
E0,2017,21oct2017,Man City,Burnley,3,0,3,0
E0,2017,21oct2017,Chelsea,Watford,3,0,4,2
E0,2017,21oct2017,Stoke,Bournemouth,0,3,1,2
E0,2017,21oct2017,Huddersfield,Man United,3,0,2,1
E0,2017,22oct2017,Everton,Arsenal,0,3,2,5
E0,2017,22oct2017,Tottenham,Liverpool,3,0,4,1
E0,2017,28oct2017,Crystal Palace,West Ham,1,1,2,2
E0,2017,28oct2017,Bournemouth,Chelsea,0,3,0,1
E0,2017,28oct2017,Man United,Tottenham,3,0,1,0
E0,2017,28oct2017,Watford,Stoke,0,3,0,1
E0,2017,28oct2017,Liverpool,Huddersfield,3,0,3,0
E0,2017,28oct2017,Arsenal,Swansea,3,0,2,1
E0,2017,28oct2017,West Brom,Man City,0,3,2,3
E0,2017,29oct2017,Leicester,Everton,3,0,2,0
E0,2017,29oct2017,Brighton,Southampton,1,1,1,1
E0,2017,30oct2017,Burnley,Newcastle,3,0,1,0
E0,2017,04nov2017,West Ham,Liverpool,0,3,1,4
E0,2017,04nov2017,Swansea,Brighton,0,3,0,1
E0,2017,04nov2017,Huddersfield,West Brom,3,0,1,0
E0,2017,04nov2017,Stoke,Leicester,1,1,2,2
E0,2017,04nov2017,Newcastle,Bournemouth,0,3,0,1
E0,2017,04nov2017,Southampton,Burnley,0,3,0,1
E0,2017,05nov2017,Chelsea,Man United,3,0,1,0
E0,2017,05nov2017,Tottenham,Crystal Palace,3,0,1,0
E0,2017,05nov2017,Man City,Arsenal,3,0,3,1
E0,2017,05nov2017,Everton,Watford,3,0,3,2
E0,2017,18nov2017,Arsenal,Tottenham,3,0,2,0
E0,2017,18nov2017,Liverpool,Southampton,3,0,3,0
E0,2017,18nov2017,Leicester,Man City,0,3,0,2
E0,2017,18nov2017,West Brom,Chelsea,0,3,0,4
E0,2017,18nov2017,Crystal Palace,Everton,1,1,2,2
E0,2017,18nov2017,Burnley,Swansea,3,0,2,0
E0,2017,18nov2017,Man United,Newcastle,3,0,4,1
E0,2017,18nov2017,Bournemouth,Huddersfield,3,0,4,0
E0,2017,19nov2017,Watford,West Ham,3,0,2,0
E0,2017,20nov2017,Brighton,Stoke,1,1,2,2
E0,2017,24nov2017,West Ham,Leicester,1,1,1,1
E0,2017,25nov2017,Liverpool,Chelsea,1,1,1,1
E0,2017,25nov2017,Swansea,Bournemouth,1,1,0,0
E0,2017,25nov2017,Newcastle,Watford,0,3,0,3
E0,2017,25nov2017,Tottenham,West Brom,1,1,1,1
E0,2017,25nov2017,Crystal Palace,Stoke,3,0,2,1
E0,2017,25nov2017,Man United,Brighton,3,0,1,0
E0,2017,26nov2017,Southampton,Everton,3,0,4,1
E0,2017,26nov2017,Huddersfield,Man City,0,3,1,2
E0,2017,26nov2017,Burnley,Arsenal,0,3,0,1
E0,2017,28nov2017,West Brom,Newcastle,1,1,2,2
E0,2017,28nov2017,Brighton,Crystal Palace,1,1,0,0
E0,2017,28nov2017,Leicester,Tottenham,3,0,2,1
E0,2017,28nov2017,Watford,Man United,0,3,2,4
E0,2017,29nov2017,Stoke,Liverpool,0,3,0,3
E0,2017,29nov2017,Everton,West Ham,3,0,4,0
E0,2017,29nov2017,Arsenal,Huddersfield,3,0,5,0
E0,2017,29nov2017,Chelsea,Swansea,3,0,1,0
E0,2017,29nov2017,Man City,Southampton,3,0,2,1
E0,2017,29nov2017,Bournemouth,Burnley,0,3,1,2
E0,2017,02dec2017,Everton,Huddersfield,3,0,2,0
E0,2017,02dec2017,Arsenal,Man United,0,3,1,3
E0,2017,02dec2017,Watford,Tottenham,1,1,1,1
E0,2017,02dec2017,Stoke,Swansea,3,0,2,1
E0,2017,02dec2017,Chelsea,Newcastle,3,0,3,1
E0,2017,02dec2017,Leicester,Burnley,3,0,1,0
E0,2017,02dec2017,West Brom,Crystal Palace,1,1,0,0
E0,2017,02dec2017,Brighton,Liverpool,0,3,1,5
E0,2017,03dec2017,Man City,West Ham,3,0,2,1
E0,2017,03dec2017,Bournemouth,Southampton,1,1,1,1
E0,2017,09dec2017,Swansea,West Brom,3,0,1,0
E0,2017,09dec2017,Burnley,Watford,3,0,1,0
E0,2017,09dec2017,Crystal Palace,Bournemouth,1,1,2,2
E0,2017,09dec2017,West Ham,Chelsea,3,0,1,0
E0,2017,09dec2017,Huddersfield,Brighton,3,0,2,0
E0,2017,09dec2017,Newcastle,Leicester,0,3,2,3
E0,2017,09dec2017,Tottenham,Stoke,3,0,5,1
E0,2017,10dec2017,Man United,Man City,0,3,1,2
E0,2017,10dec2017,Liverpool,Everton,1,1,1,1
E0,2017,10dec2017,Southampton,Arsenal,1,1,1,1
E0,2017,12dec2017,Huddersfield,Chelsea,0,3,1,3
E0,2017,12dec2017,Crystal Palace,Watford,3,0,2,1
E0,2017,12dec2017,Burnley,Stoke,3,0,1,0
E0,2017,13dec2017,Newcastle,Everton,0,3,0,1
E0,2017,13dec2017,Man United,Bournemouth,3,0,1,0
E0,2017,13dec2017,West Ham,Arsenal,1,1,0,0
E0,2017,13dec2017,Swansea,Man City,0,3,0,4
E0,2017,13dec2017,Southampton,Leicester,0,3,1,4
E0,2017,13dec2017,Liverpool,West Brom,1,1,0,0
E0,2017,13dec2017,Tottenham,Brighton,3,0,2,0
E0,2017,16dec2017,Watford,Huddersfield,0,3,1,4
E0,2017,16dec2017,Leicester,Crystal Palace,0,3,0,3
E0,2017,16dec2017,Brighton,Burnley,1,1,0,0
E0,2017,16dec2017,Arsenal,Newcastle,3,0,1,0
E0,2017,16dec2017,Stoke,West Ham,0,3,0,3
E0,2017,16dec2017,Man City,Tottenham,3,0,4,1
E0,2017,16dec2017,Chelsea,Southampton,3,0,1,0
E0,2017,17dec2017,Bournemouth,Liverpool,0,3,0,4
E0,2017,17dec2017,West Brom,Man United,0,3,1,2
E0,2017,18dec2017,Everton,Swansea,3,0,3,1
E0,2017,22dec2017,Arsenal,Liverpool,1,1,3,3
E0,2017,23dec2017,Swansea,Crystal Palace,1,1,1,1
E0,2017,23dec2017,Brighton,Watford,3,0,1,0
E0,2017,23dec2017,Man City,Bournemouth,3,0,4,0
